,Date,Day Week,Week Index,Index Day Week,Time Slot,Number of Boarding Passengers,Number of Stops,Schedule Type,Day,Month,Year
10060,2020-05-22,Vendredi,21,5,23,5952,5363,NORMAL,22,5,2020
10061,2020-05-22,Vendredi,21,5,1,168,294,NORMAL,22,5,2020
10062,2020-05-23,Samedi,21,6,17,18380,9531,SAMEDI,23,5,2020
10063,2020-05-23,Samedi,21,6,14,18294,9032,SAMEDI,23,5,2020
10064,2020-05-23,Samedi,21,6,18,15901,9421,SAMEDI,23,5,2020
10065,2020-05-23,Samedi,21,6,21,6097,5365,SAMEDI,23,5,2020
10066,2020-05-23,Samedi,21,6,6,3161,5648,SAMEDI,23,5,2020
10067,2020-05-23,Samedi,21,6,4,345,583,SAMEDI,23,5,2020
10068,2020-05-23,Samedi,21,6,1,181,307,SAMEDI,23,5,2020
10069,2020-05-24,Dimanche,21,7,18,12551,6624,DIMANCHE,24,5,2020
10070,2020-05-24,Dimanche,21,7,20,9286,5534,DIMANCHE,24,5,2020
10071,2020-05-24,Dimanche,21,7,21,7642,5327,DIMANCHE,24,5,2020
10072,2020-05-24,Dimanche,21,7,9,4944,5461,DIMANCHE,24,5,2020
10073,2020-05-24,Dimanche,21,7,23,3672,5299,DIMANCHE,24,5,2020
10074,2020-05-24,Dimanche,21,7,5,896,3095,DIMANCHE,24,5,2020
10075,2020-05-25,Lundi,22,1,16,34110,13043,NORMAL,25,5,2020
10076,2020-05-25,Lundi,22,1,18,26501,13661,NORMAL,25,5,2020
10077,2020-05-25,Lundi,22,1,13,25016,9848,NORMAL,25,5,2020
10078,2020-05-25,Lundi,22,1,14,23841,9469,NORMAL,25,5,2020
10079,2020-05-25,Lundi,22,1,12,21974,9761,NORMAL,25,5,2020
10080,2020-05-25,Lundi,22,1,19,18844,10717,NORMAL,25,5,2020
10081,2020-05-25,Lundi,22,1,10,17804,9433,NORMAL,25,5,2020
10082,2020-05-25,Lundi,22,1,9,17305,11300,NORMAL,25,5,2020
10083,2020-05-25,Lundi,22,1,4,245,720,NORMAL,25,5,2020
10084,2020-05-25,Lundi,22,1,1,85,286,NORMAL,25,5,2020
10085,2020-05-26,Mardi,22,2,18,27759,13916,NORMAL,26,5,2020
10086,2020-05-26,Mardi,22,2,13,26041,9875,NORMAL,26,5,2020
10087,2020-05-26,Mardi,22,2,8,23390,13826,NORMAL,26,5,2020
10088,2020-05-26,Mardi,22,2,9,19017,11373,NORMAL,26,5,2020
10089,2020-05-26,Mardi,22,2,6,10210,9677,NORMAL,26,5,2020
10090,2020-05-26,Mardi,22,2,22,6302,5440,NORMAL,26,5,2020
10091,2020-05-26,Mardi,22,2,23,4120,5412,NORMAL,26,5,2020
10092,2020-05-26,Mardi,22,2,0,1803,3967,NORMAL,26,5,2020
10093,2020-05-26,Mardi,22,2,1,66,281,NORMAL,26,5,2020
10095,2020-05-27,Mercredi,22,3,16,33346,12790,NORMAL,27,5,2020
10096,2020-05-27,Mercredi,22,3,15,28967,9832,NORMAL,27,5,2020
10097,2020-05-27,Mercredi,22,3,9,18400,11327,NORMAL,27,5,2020
10098,2020-05-27,Mercredi,22,3,10,18245,9397,NORMAL,27,5,2020
10099,2020-05-27,Mercredi,22,3,20,11971,8170,NORMAL,27,5,2020
10100,2020-05-27,Mercredi,22,3,22,6794,5442,NORMAL,27,5,2020
10101,2020-05-27,Mercredi,22,3,23,4793,5402,NORMAL,27,5,2020
10102,2020-05-27,Mercredi,22,3,5,3939,4999,NORMAL,27,5,2020
10103,2020-05-27,Mercredi,22,3,0,2142,3983,NORMAL,27,5,2020
10104,2020-05-27,Mercredi,22,3,4,268,741,NORMAL,27,5,2020
10105,2020-05-28,Jeudi,22,4,13,26368,9781,NORMAL,28,5,2020
10106,2020-05-28,Jeudi,22,4,9,19230,11301,NORMAL,28,5,2020
10107,2020-05-28,Jeudi,22,4,10,18736,9420,NORMAL,28,5,2020
10108,2020-05-28,Jeudi,22,4,20,13388,8185,NORMAL,28,5,2020
10109,2020-05-28,Jeudi,22,4,6,10314,9593,NORMAL,28,5,2020
10110,2020-05-28,Jeudi,22,4,23,5295,5405,NORMAL,28,5,2020
10111,2020-05-28,Jeudi,22,4,5,4190,4941,NORMAL,28,5,2020
10112,2020-05-28,Jeudi,22,4,0,2484,3980,NORMAL,28,5,2020
10113,2020-05-29,Vendredi,22,5,16,38315,13031,NORMAL,29,5,2020
10114,2020-05-29,Vendredi,22,5,15,31105,9870,NORMAL,29,5,2020
10115,2020-05-29,Vendredi,22,5,12,25121,9781,NORMAL,29,5,2020
10116,2020-05-29,Vendredi,22,5,11,24344,9502,NORMAL,29,5,2020
10117,2020-05-29,Vendredi,22,5,7,21298,13658,NORMAL,29,5,2020
10118,2020-05-29,Vendredi,22,5,21,10650,6037,NORMAL,29,5,2020
10119,2020-05-29,Vendredi,22,5,22,8683,5471,NORMAL,29,5,2020
10120,2020-05-29,Vendredi,22,5,5,4094,5046,NORMAL,29,5,2020
10121,2020-05-30,Samedi,22,6,15,27333,9289,SAMEDI,30,5,2020
10122,2020-05-30,Samedi,22,6,14,26405,8998,SAMEDI,30,5,2020
10123,2020-05-30,Samedi,22,6,10,17403,6894,SAMEDI,30,5,2020
10124,2020-05-30,Samedi,22,6,9,14539,6757,SAMEDI,30,5,2020
10125,2020-05-30,Samedi,22,6,22,8677,5402,SAMEDI,30,5,2020
10126,2020-05-30,Samedi,22,6,23,7410,5328,SAMEDI,30,5,2020
10127,2020-05-30,Samedi,22,6,0,4620,3932,SAMEDI,30,5,2020
10128,2020-05-30,Samedi,22,6,5,2128,3591,SAMEDI,30,5,2020
10129,2020-05-31,Dimanche,22,7,16,13979,6621,DIMANCHE,31,5,2020
10130,2020-05-31,Dimanche,22,7,12,10763,5830,DIMANCHE,31,5,2020
10131,2020-05-31,Dimanche,22,7,10,7414,5541,DIMANCHE,31,5,2020
10132,2020-05-31,Dimanche,22,7,9,5732,5470,DIMANCHE,31,5,2020
10133,2020-05-31,Dimanche,22,7,23,5314,5310,DIMANCHE,31,5,2020
10134,2020-05-31,Dimanche,22,7,8,3636,5438,DIMANCHE,31,5,2020
10135,2020-05-31,Dimanche,22,7,5,1349,3091,DIMANCHE,31,5,2020
10136,2020-05-31,Dimanche,22,7,4,308,545,DIMANCHE,31,5,2020
10137,2020-06-01,Lundi,23,1,17,17128,6605,VACANCES,1,6,2020
10138,2020-06-01,Lundi,23,1,16,16222,6610,VACANCES,1,6,2020
10139,2020-06-01,Lundi,23,1,11,9488,5494,VACANCES,1,6,2020
10140,2020-06-01,Lundi,23,1,10,7934,5534,VACANCES,1,6,2020
10141,2020-06-01,Lundi,23,1,22,6179,5264,VACANCES,1,6,2020
10142,2020-06-01,Lundi,23,1,0,2024,3848,VACANCES,1,6,2020
10143,2020-06-02,Mardi,23,2,14,27895,9434,NORMAL,2,6,2020
10144,2020-06-02,Mardi,23,2,19,21384,11030,NORMAL,2,6,2020
10145,2020-06-02,Mardi,23,2,5,4444,5002,NORMAL,2,6,2020
10146,2020-06-03,Mercredi,23,3,17,36621,13902,NORMAL,3,6,2020
10147,2020-06-03,Mercredi,23,3,16,34021,12819,NORMAL,3,6,2020
10148,2020-06-03,Mercredi,23,3,15,30702,9808,NORMAL,3,6,2020
10149,2020-06-03,Mercredi,23,3,8,24866,13571,NORMAL,3,6,2020
10150,2020-06-03,Mercredi,23,3,10,21131,9264,NORMAL,3,6,2020
10151,2020-06-03,Mercredi,23,3,4,361,721,NORMAL,3,6,2020
10153,2020-06-04,Jeudi,23,4,7,28504,13562,NORMAL,4,6,2020
10154,2020-06-04,Jeudi,23,4,19,21046,11132,NORMAL,4,6,2020
10155,2020-06-04,Jeudi,23,4,9,20897,11141,NORMAL,4,6,2020
10156,2020-06-04,Jeudi,23,4,10,20781,9378,NORMAL,4,6,2020
10157,2020-06-04,Jeudi,23,4,23,5033,5328,NORMAL,4,6,2020
10158,2020-06-05,Vendredi,23,5,18,32854,13933,NORMAL,5,6,2020
10159,2020-06-05,Vendredi,23,5,8,26926,13735,NORMAL,5,6,2020
10160,2020-06-05,Vendredi,23,5,7,25603,13601,NORMAL,5,6,2020
10161,2020-06-05,Vendredi,23,5,9,21175,11299,NORMAL,5,6,2020
10162,2020-06-05,Vendredi,23,5,5,4267,5018,NORMAL,5,6,2020
10163,2020-06-05,Vendredi,23,5,0,4037,3945,NORMAL,5,6,2020
10164,2020-06-05,Vendredi,23,5,1,184,293,NORMAL,5,6,2020
10165,2020-06-06,Samedi,23,6,17,29207,9619,SAMEDI,6,6,2020
10166,2020-06-06,Samedi,23,6,16,26606,9594,SAMEDI,6,6,2020
10167,2020-06-06,Samedi,23,6,18,24565,9468,SAMEDI,6,6,2020
10168,2020-06-06,Samedi,23,6,19,14737,7963,SAMEDI,6,6,2020
10169,2020-06-06,Samedi,23,6,20,11022,6138,SAMEDI,6,6,2020
10170,2020-06-06,Samedi,23,6,21,9059,5453,SAMEDI,6,6,2020
10171,2020-06-06,Samedi,23,6,8,8949,6336,SAMEDI,6,6,2020
10172,2020-06-06,Samedi,23,6,23,7412,5385,SAMEDI,6,6,2020
10173,2020-06-06,Samedi,23,6,0,5130,3996,SAMEDI,6,6,2020
10174,2020-06-06,Samedi,23,6,7,4820,5998,SAMEDI,6,6,2020
10175,2020-06-06,Samedi,23,6,1,383,304,SAMEDI,6,6,2020
10176,2020-06-07,Dimanche,23,7,15,13058,6596,DIMANCHE,7,6,2020
10177,2020-06-07,Dimanche,23,7,14,11819,6621,DIMANCHE,7,6,2020
10178,2020-06-07,Dimanche,23,7,13,10023,6451,DIMANCHE,7,6,2020
10179,2020-06-07,Dimanche,23,7,12,9214,5883,DIMANCHE,7,6,2020
10180,2020-06-07,Dimanche,23,7,11,7889,5523,DIMANCHE,7,6,2020
10181,2020-06-07,Dimanche,23,7,9,5286,5460,DIMANCHE,7,6,2020
10182,2020-06-07,Dimanche,23,7,4,260,552,DIMANCHE,7,6,2020
10183,2020-06-08,Lundi,24,1,17,42334,14811,NORMAL,8,6,2020
10184,2020-06-08,Lundi,24,1,15,33352,11019,NORMAL,8,6,2020
10185,2020-06-08,Lundi,24,1,13,31690,10950,NORMAL,8,6,2020
10186,2020-06-08,Lundi,24,1,7,30447,14627,NORMAL,8,6,2020
10187,2020-06-08,Lundi,24,1,9,22077,12210,NORMAL,8,6,2020
10188,2020-06-08,Lundi,24,1,10,21507,10360,NORMAL,8,6,2020
10189,2020-06-08,Lundi,24,1,6,12281,9710,NORMAL,8,6,2020
10190,2020-06-08,Lundi,24,1,20,12138,8977,NORMAL,8,6,2020
10191,2020-06-08,Lundi,24,1,23,3420,5308,NORMAL,8,6,2020
10192,2020-06-09,Mardi,24,2,12,30445,11113,NORMAL,9,6,2020
10193,2020-06-09,Mardi,24,2,20,14683,7291,NORMAL,9,6,2020
10194,2020-06-09,Mardi,24,2,6,12836,9787,NORMAL,9,6,2020
10195,2020-06-09,Mardi,24,2,23,5511,5323,NORMAL,9,6,2020
10196,2020-06-09,Mardi,24,2,5,4561,4995,NORMAL,9,6,2020
10197,2020-06-09,Mardi,24,2,0,2334,3884,NORMAL,9,6,2020
10198,2020-06-09,Mardi,24,2,1,70,279,NORMAL,9,6,2020
10199,2020-06-10,Mercredi,24,3,18,33574,15255,NORMAL,10,6,2020
10200,2020-06-10,Mercredi,24,3,12,31066,11027,NORMAL,10,6,2020
10201,2020-06-10,Mercredi,24,3,21,9059,6270,NORMAL,10,6,2020
10202,2020-06-10,Mercredi,24,3,5,4574,4982,NORMAL,10,6,2020
10203,2020-06-10,Mercredi,24,3,0,2357,3955,NORMAL,10,6,2020
10204,2020-06-11,Jeudi,24,4,16,47126,14190,NORMAL,11,6,2020
10205,2020-06-11,Jeudi,24,4,13,33580,11064,NORMAL,11,6,2020
10206,2020-06-11,Jeudi,24,4,19,24896,12406,NORMAL,11,6,2020
10207,2020-06-11,Jeudi,24,4,10,22542,10558,NORMAL,11,6,2020
10208,2020-06-11,Jeudi,24,4,6,12620,9826,NORMAL,11,6,2020
10209,2020-06-11,Jeudi,24,4,23,5871,5360,NORMAL,11,6,2020
10210,2020-06-12,Vendredi,24,5,15,36294,11160,NORMAL,12,6,2020
10211,2020-06-12,Vendredi,24,5,13,34920,11041,NORMAL,12,6,2020
10212,2020-06-12,Vendredi,24,5,8,30056,14823,NORMAL,12,6,2020
10213,2020-06-12,Vendredi,24,5,19,25836,12445,NORMAL,12,6,2020
10214,2020-06-12,Vendredi,24,5,21,11609,6254,NORMAL,12,6,2020
10215,2020-06-12,Vendredi,24,5,0,5494,3957,NORMAL,12,6,2020
10216,2020-06-12,Vendredi,24,5,1,234,291,NORMAL,12,6,2020
10218,2020-06-13,Samedi,24,6,11,19797,7078,SAMEDI,13,6,2020
10219,2020-06-13,Samedi,24,6,9,13771,6607,SAMEDI,13,6,2020
10220,2020-06-13,Samedi,24,6,20,11912,6093,SAMEDI,13,6,2020
10221,2020-06-13,Samedi,24,6,22,8283,5348,SAMEDI,13,6,2020
10222,2020-06-13,Samedi,24,6,6,3294,5654,SAMEDI,13,6,2020
10223,2020-06-14,Dimanche,24,7,17,16227,6579,DIMANCHE,14,6,2020
10224,2020-06-14,Dimanche,24,7,15,15372,6570,DIMANCHE,14,6,2020
10225,2020-06-14,Dimanche,24,7,19,11939,6239,DIMANCHE,14,6,2020
10226,2020-06-14,Dimanche,24,7,12,11038,5825,DIMANCHE,14,6,2020
10227,2020-06-14,Dimanche,24,7,21,7300,5283,DIMANCHE,14,6,2020
10228,2020-06-14,Dimanche,24,7,9,5622,5440,DIMANCHE,14,6,2020
10229,2020-06-14,Dimanche,24,7,8,3546,5412,DIMANCHE,14,6,2020
10230,2020-06-14,Dimanche,24,7,7,2350,5452,DIMANCHE,14,6,2020
10231,2020-06-14,Dimanche,24,7,4,341,553,DIMANCHE,14,6,2020
10232,2020-06-15,Lundi,25,1,13,34271,10923,NORMAL,15,6,2020
10233,2020-06-15,Lundi,25,1,5,4915,5057,NORMAL,15,6,2020
10234,2020-06-15,Lundi,25,1,23,4583,5403,NORMAL,15,6,2020
10236,2020-06-16,Mardi,25,2,17,47073,15050,NORMAL,16,6,2020
10237,2020-06-16,Mardi,25,2,13,34593,11140,NORMAL,16,6,2020
10238,2020-06-16,Mardi,25,2,9,24772,12377,NORMAL,16,6,2020
10239,2020-06-16,Mardi,25,2,20,14714,9186,NORMAL,16,6,2020
10240,2020-06-16,Mardi,25,2,6,13040,9915,NORMAL,16,6,2020
10241,2020-06-16,Mardi,25,2,21,10315,6363,NORMAL,16,6,2020
10242,2020-06-16,Mardi,25,2,22,8060,5488,NORMAL,16,6,2020
10243,2020-06-16,Mardi,25,2,0,2482,3968,NORMAL,16,6,2020
10244,2020-06-17,Mercredi,25,3,11,32823,10889,NORMAL,17,6,2020
10245,2020-06-17,Mercredi,25,3,22,8383,5474,NORMAL,17,6,2020
10246,2020-06-17,Mercredi,25,3,4,402,700,NORMAL,17,6,2020
10247,2020-06-18,Jeudi,25,4,18,38466,15285,NORMAL,18,6,2020
10248,2020-06-18,Jeudi,25,4,7,31675,15013,NORMAL,18,6,2020
10249,2020-06-18,Jeudi,25,4,11,31249,10810,NORMAL,18,6,2020
10250,2020-06-18,Jeudi,25,4,9,24872,12354,NORMAL,18,6,2020
10251,2020-06-18,Jeudi,25,4,21,13003,6324,NORMAL,18,6,2020
10252,2020-06-19,Vendredi,25,5,16,45793,14312,NORMAL,19,6,2020
10253,2020-06-19,Vendredi,25,5,14,35488,10760,NORMAL,19,6,2020
10254,2020-06-19,Vendredi,25,5,13,34124,11075,NORMAL,19,6,2020
10255,2020-06-19,Vendredi,25,5,9,23715,11731,NORMAL,19,6,2020
10256,2020-06-19,Vendredi,25,5,20,18117,9125,NORMAL,19,6,2020
10257,2020-06-19,Vendredi,25,5,5,4797,5053,NORMAL,19,6,2020
10258,2020-06-19,Vendredi,25,5,4,347,698,NORMAL,19,6,2020
10259,2020-06-19,Vendredi,25,5,1,299,293,NORMAL,19,6,2020
10261,2020-06-20,Samedi,25,6,13,25869,9002,SAMEDI,20,6,2020
10262,2020-06-20,Samedi,25,6,12,23632,8270,SAMEDI,20,6,2020
10263,2020-06-20,Samedi,25,6,22,11323,5430,SAMEDI,20,6,2020
10264,2020-06-20,Samedi,25,6,8,10525,6320,SAMEDI,20,6,2020
10265,2020-06-20,Samedi,25,6,23,10313,5404,SAMEDI,20,6,2020
10266,2020-06-20,Samedi,25,6,1,319,298,SAMEDI,20,6,2020
10267,2020-06-21,Dimanche,25,7,19,13753,6254,DIMANCHE,21,6,2020
10268,2020-06-21,Dimanche,25,7,20,11606,5536,DIMANCHE,21,6,2020
10269,2020-06-21,Dimanche,25,7,21,10001,5358,DIMANCHE,21,6,2020
10270,2020-06-21,Dimanche,25,7,9,7346,5433,DIMANCHE,21,6,2020
10271,2020-06-21,Dimanche,25,7,7,2957,5455,DIMANCHE,21,6,2020
10272,2020-06-21,Dimanche,25,7,6,2299,4950,DIMANCHE,21,6,2020
10273,2020-06-22,Lundi,26,1,16,43388,14223,NORMAL,22,6,2020
10274,2020-06-22,Lundi,26,1,14,33541,10676,NORMAL,22,6,2020
10275,2020-06-22,Lundi,26,1,13,33093,10927,NORMAL,22,6,2020
10276,2020-06-22,Lundi,26,1,8,31435,14920,NORMAL,22,6,2020
10277,2020-06-22,Lundi,26,1,9,25208,12362,NORMAL,22,6,2020
10278,2020-06-22,Lundi,26,1,20,15553,9081,NORMAL,22,6,2020
10279,2020-06-22,Lundi,26,1,6,12536,9904,NORMAL,22,6,2020
10280,2020-06-23,Mardi,26,2,18,40493,14977,NORMAL,23,6,2020
10281,2020-06-23,Mardi,26,2,14,33887,10748,NORMAL,23,6,2020
10282,2020-06-23,Mardi,26,2,1,119,290,NORMAL,23,6,2020
10283,2020-06-24,Mercredi,26,3,17,47921,15118,NORMAL,24,6,2020
10284,2020-06-24,Mercredi,26,3,16,42310,14069,NORMAL,24,6,2020
10285,2020-06-24,Mercredi,26,3,14,36136,10664,NORMAL,24,6,2020
10286,2020-06-24,Mercredi,26,3,12,33320,10936,NORMAL,24,6,2020
10287,2020-06-24,Mercredi,26,3,11,29470,10532,NORMAL,24,6,2020
10288,2020-06-24,Mercredi,26,3,19,28811,12644,NORMAL,24,6,2020
10289,2020-06-24,Mercredi,26,3,7,26034,14822,NORMAL,24,6,2020
10290,2020-06-24,Mercredi,26,3,21,12338,6323,NORMAL,24,6,2020
10291,2020-06-24,Mercredi,26,3,0,3288,3954,NORMAL,24,6,2020
10292,2020-06-25,Jeudi,26,4,17,43410,14839,NORMAL,25,6,2020
10293,2020-06-25,Jeudi,26,4,18,36388,14875,NORMAL,25,6,2020
10294,2020-06-25,Jeudi,26,4,12,31175,10935,NORMAL,25,6,2020
10295,2020-06-25,Jeudi,26,4,11,29145,10623,NORMAL,25,6,2020
10296,2020-06-25,Jeudi,26,4,20,17417,9053,NORMAL,25,6,2020
10297,2020-06-25,Jeudi,26,4,22,10391,5472,NORMAL,25,6,2020
10298,2020-06-25,Jeudi,26,4,1,127,291,NORMAL,25,6,2020
10299,2020-06-26,Vendredi,26,5,17,45421,15300,NORMAL,26,6,2020
10300,2020-06-26,Vendredi,26,5,12,33099,10963,NORMAL,26,6,2020
10301,2020-06-26,Vendredi,26,5,11,30330,10651,NORMAL,26,6,2020
10302,2020-06-26,Vendredi,26,5,19,28650,12498,NORMAL,26,6,2020
10303,2020-06-26,Vendredi,26,5,9,26618,12431,NORMAL,26,6,2020
10304,2020-06-26,Vendredi,26,5,21,13894,6300,NORMAL,26,6,2020
10305,2020-06-26,Vendredi,26,5,5,5235,5033,NORMAL,26,6,2020
10306,2020-06-26,Vendredi,26,5,4,435,727,NORMAL,26,6,2020
10307,2020-06-26,Vendredi,26,5,1,381,290,NORMAL,26,6,2020
10308,2020-06-27,Samedi,26,6,15,29189,9411,SAMEDI,27,6,2020
10309,2020-06-27,Samedi,26,6,14,28446,9018,SAMEDI,27,6,2020
10310,2020-06-27,Samedi,26,6,11,22420,7120,SAMEDI,27,6,2020
10311,2020-06-27,Samedi,26,6,9,16364,6684,SAMEDI,27,6,2020
10312,2020-06-27,Samedi,26,6,22,12925,5414,SAMEDI,27,6,2020
10314,2020-06-28,Dimanche,26,7,17,16363,6669,DIMANCHE,28,6,2020
10315,2020-06-28,Dimanche,26,7,16,15403,6647,DIMANCHE,28,6,2020
10316,2020-06-28,Dimanche,26,7,15,14859,6633,DIMANCHE,28,6,2020
10317,2020-06-28,Dimanche,26,7,14,14714,6675,DIMANCHE,28,6,2020
10318,2020-06-28,Dimanche,26,7,12,12478,5874,DIMANCHE,28,6,2020
10319,2020-06-28,Dimanche,26,7,20,12198,5489,DIMANCHE,28,6,2020
10320,2020-06-28,Dimanche,26,7,11,10941,5590,DIMANCHE,28,6,2020
10321,2020-06-28,Dimanche,26,7,10,8807,5593,DIMANCHE,28,6,2020
10322,2020-06-28,Dimanche,26,7,22,6659,5242,DIMANCHE,28,6,2020
10323,2020-06-28,Dimanche,26,7,8,4553,5505,DIMANCHE,28,6,2020
10324,2020-06-29,Lundi,27,1,16,41296,12301,NORMAL,29,6,2020
10325,2020-06-29,Lundi,27,1,14,32256,8908,NORMAL,29,6,2020
10326,2020-06-29,Lundi,27,1,13,30261,8992,NORMAL,29,6,2020
10327,2020-06-29,Lundi,27,1,12,28390,8901,NORMAL,29,6,2020
10328,2020-06-29,Lundi,27,1,9,24658,10737,NORMAL,29,6,2020
10329,2020-06-29,Lundi,27,1,10,21534,8457,NORMAL,29,6,2020
10330,2020-06-29,Lundi,27,1,6,12650,9352,NORMAL,29,6,2020
10331,2020-06-29,Lundi,27,1,0,3096,3911,NORMAL,29,6,2020
10332,2020-06-29,Lundi,27,1,4,342,699,NORMAL,29,6,2020
10333,2020-06-30,Mardi,27,2,9,25567,10761,NORMAL,30,6,2020
10334,2020-06-30,Mardi,27,2,10,24946,8784,NORMAL,30,6,2020
10335,2020-06-30,Mardi,27,2,7,23848,12810,NORMAL,30,6,2020
10336,2020-06-30,Mardi,27,2,6,12568,9321,NORMAL,30,6,2020
10337,2020-06-30,Mardi,27,2,21,12271,5862,NORMAL,30,6,2020
10338,2020-06-30,Mardi,27,2,22,9726,5415,NORMAL,30,6,2020
10339,2020-06-30,Mardi,27,2,23,7471,5376,NORMAL,30,6,2020
10340,2020-06-30,Mardi,27,2,5,4911,4939,NORMAL,30,6,2020
10341,2020-06-30,Mardi,27,2,4,377,689,NORMAL,30,6,2020
10343,2020-07-01,Mercredi,27,3,17,46957,13334,NORMAL,1,7,2020
10344,2020-07-01,Mercredi,27,3,8,31311,13081,NORMAL,1,7,2020
10345,2020-07-01,Mercredi,27,3,11,27363,8798,NORMAL,1,7,2020
10346,2020-07-01,Mercredi,27,3,20,17142,7775,NORMAL,1,7,2020
10347,2020-07-01,Mercredi,27,3,5,4886,4930,NORMAL,1,7,2020
10348,2020-07-01,Mercredi,27,3,1,93,283,NORMAL,1,7,2020
10349,2020-07-02,Jeudi,27,4,8,32307,13110,NORMAL,2,7,2020
10350,2020-07-02,Jeudi,27,4,14,32025,8998,NORMAL,2,7,2020
10351,2020-07-02,Jeudi,27,4,9,25133,10667,NORMAL,2,7,2020
10352,2020-07-02,Jeudi,27,4,10,23721,8801,NORMAL,2,7,2020
10353,2020-07-02,Jeudi,27,4,20,18639,7815,NORMAL,2,7,2020
10354,2020-07-02,Jeudi,27,4,5,5066,4984,NORMAL,2,7,2020
10355,2020-07-02,Jeudi,27,4,0,3768,3959,NORMAL,2,7,2020
10356,2020-07-03,Vendredi,27,5,17,43317,12481,NORMAL,3,7,2020
10357,2020-07-03,Vendredi,27,5,13,30956,9173,NORMAL,3,7,2020
10358,2020-07-03,Vendredi,27,5,12,30043,9135,NORMAL,3,7,2020
10359,2020-07-03,Vendredi,27,5,22,11015,5181,NORMAL,3,7,2020
10360,2020-07-03,Vendredi,27,5,23,9594,5316,NORMAL,3,7,2020
10361,2020-07-03,Vendredi,27,5,0,5029,3935,NORMAL,3,7,2020
10362,2020-07-03,Vendredi,27,5,5,4770,5001,NORMAL,3,7,2020
10363,2020-07-03,Vendredi,27,5,4,396,714,NORMAL,3,7,2020
10364,2020-07-04,Samedi,27,6,14,27119,9107,VACANCES,4,7,2020
10365,2020-07-04,Samedi,27,6,11,21914,7122,VACANCES,4,7,2020
10366,2020-07-04,Samedi,27,6,9,15888,6592,VACANCES,4,7,2020
10367,2020-07-04,Samedi,27,6,23,10528,5366,VACANCES,4,7,2020
10368,2020-07-04,Samedi,27,6,4,540,588,VACANCES,4,7,2020
10369,2020-07-05,Dimanche,27,7,17,16684,6601,VACANCES,5,7,2020
10370,2020-07-05,Dimanche,27,7,16,15884,6579,VACANCES,5,7,2020
10371,2020-07-05,Dimanche,27,7,15,15683,6534,VACANCES,5,7,2020
10372,2020-07-05,Dimanche,27,7,12,12617,5871,VACANCES,5,7,2020
10373,2020-07-05,Dimanche,27,7,10,10199,5533,VACANCES,5,7,2020
10374,2020-07-06,Lundi,28,1,16,36807,12270,VACANCES,6,7,2020
10375,2020-07-06,Lundi,28,1,15,30956,9266,VACANCES,6,7,2020
10376,2020-07-06,Lundi,28,1,13,27656,9118,VACANCES,6,7,2020
10377,2020-07-06,Lundi,28,1,20,15007,7818,VACANCES,6,7,2020
10378,2020-07-06,Lundi,28,1,21,10751,5782,VACANCES,6,7,2020
10379,2020-07-06,Lundi,28,1,22,8566,5348,VACANCES,6,7,2020
10380,2020-07-06,Lundi,28,1,5,5070,4975,VACANCES,6,7,2020
10381,2020-07-06,Lundi,28,1,0,2287,3918,VACANCES,6,7,2020
10383,2020-07-07,Mardi,28,2,15,31840,9386,VACANCES,7,7,2020
10384,2020-07-07,Mardi,28,2,14,30306,9009,VACANCES,7,7,2020
10385,2020-07-07,Mardi,28,2,11,24687,8815,VACANCES,7,7,2020
10386,2020-07-07,Mardi,28,2,9,23825,10834,VACANCES,7,7,2020
10387,2020-07-07,Mardi,28,2,0,2989,3936,VACANCES,7,7,2020
10388,2020-07-08,Mercredi,28,3,17,44482,13513,VACANCES,8,7,2020
10389,2020-07-08,Mercredi,28,3,18,37710,13530,VACANCES,8,7,2020
10390,2020-07-08,Mercredi,28,3,15,31514,9263,VACANCES,8,7,2020
10391,2020-07-08,Mercredi,28,3,8,29428,13363,VACANCES,8,7,2020
10392,2020-07-08,Mercredi,28,3,13,29014,9131,VACANCES,8,7,2020
10393,2020-07-08,Mercredi,28,3,9,23832,10849,VACANCES,8,7,2020
10394,2020-07-08,Mercredi,28,3,6,12290,9495,VACANCES,8,7,2020
10395,2020-07-08,Mercredi,28,3,22,9778,5402,VACANCES,8,7,2020
10396,2020-07-08,Mercredi,28,3,5,4759,4975,VACANCES,8,7,2020
10397,2020-07-08,Mercredi,28,3,0,3079,3959,VACANCES,8,7,2020
10398,2020-07-09,Jeudi,28,4,17,43733,13469,VACANCES,9,7,2020
10399,2020-07-09,Jeudi,28,4,15,31476,9273,VACANCES,9,7,2020
10400,2020-07-09,Jeudi,28,4,13,29047,9060,VACANCES,9,7,2020
10401,2020-07-09,Jeudi,28,4,20,18923,7821,VACANCES,9,7,2020
10402,2020-07-09,Jeudi,28,4,22,10584,5414,VACANCES,9,7,2020
10403,2020-07-09,Jeudi,28,4,5,5070,4957,VACANCES,9,7,2020
10404,2020-07-10,Vendredi,28,5,13,27890,9109,VACANCES,10,7,2020
10405,2020-07-10,Vendredi,28,5,12,27730,9054,VACANCES,10,7,2020
10406,2020-07-10,Vendredi,28,5,10,22212,8761,VACANCES,10,7,2020
10407,2020-07-10,Vendredi,28,5,7,21570,12965,VACANCES,10,7,2020
10408,2020-07-10,Vendredi,28,5,21,12406,5856,VACANCES,10,7,2020
