,Date,Day Week,Week Index,Index Day Week,Time Slot,Number of Boarding Passengers,Number of Stops,Schedule Type,Day,Month,Year
20697,2021-12-30,Jeudi,52,4,22,6884,5550,VACANCES,30,12,2021
20698,2021-12-30,Jeudi,52,4,0,3241,4245,VACANCES,30,12,2021
20700,2021-12-31,Vendredi,52,5,14,26791,9181,VACANCES,31,12,2021
20701,2021-12-31,Vendredi,52,5,18,21044,13507,VACANCES,31,12,2021
20702,2021-12-31,Vendredi,52,5,21,10389,5990,VACANCES,31,12,2021
20703,2021-12-31,Vendredi,52,5,8,10093,13298,VACANCES,31,12,2021
20704,2021-12-31,Vendredi,52,5,1,4907,1755,VACANCES,31,12,2021
20705,2021-12-31,Vendredi,52,5,6,4083,9416,VACANCES,31,12,2021
20706,2021-12-31,Vendredi,52,5,5,2654,5418,VACANCES,31,12,2021
20707,2025-03-22,Samedi,12,6,3,1034,1476,SAMEDI,22,3,2025
20708,2025-03-22,Samedi,12,6,8,16976,7395,SAMEDI,22,3,2025
20709,2025-03-22,Samedi,12,6,12,36941,9115,SAMEDI,22,3,2025
20710,2025-03-22,Samedi,12,6,14,41873,9697,SAMEDI,22,3,2025
20711,2025-03-22,Samedi,12,6,16,44916,10210,SAMEDI,22,3,2025
20712,2025-03-22,Samedi,12,6,18,38530,10050,SAMEDI,22,3,2025
20713,2025-03-22,Samedi,12,6,22,15068,5804,SAMEDI,22,3,2025
20714,2025-05-25,Dimanche,21,7,0,2100,3974,DIMANCHE,25,5,2025
20715,2025-05-25,Dimanche,21,7,4,1017,840,DIMANCHE,25,5,2025
20716,2025-05-25,Dimanche,21,7,5,2353,4027,DIMANCHE,25,5,2025
20717,2025-05-25,Dimanche,21,7,7,4747,4752,DIMANCHE,25,5,2025
20718,2025-05-25,Dimanche,21,7,13,24072,6897,DIMANCHE,25,5,2025
20719,2025-05-25,Dimanche,21,7,14,24801,6858,DIMANCHE,25,5,2025
20720,2025-05-25,Dimanche,21,7,18,28191,6880,DIMANCHE,25,5,2025
20721,2025-05-25,Dimanche,21,7,21,11273,5298,DIMANCHE,25,5,2025
20727,2025-06-28,Samedi,26,6,2,2871,2244,SAMEDI,28,6,2025
20728,2025-06-28,Samedi,26,6,6,6072,6221,SAMEDI,28,6,2025
20729,2025-06-28,Samedi,26,6,8,17642,7476,SAMEDI,28,6,2025
20730,2025-06-28,Samedi,26,6,10,29350,7982,SAMEDI,28,6,2025
20731,2025-06-28,Samedi,26,6,12,34894,9274,SAMEDI,28,6,2025
20732,2025-06-28,Samedi,26,6,14,37490,9841,SAMEDI,28,6,2025
20733,2025-06-28,Samedi,26,6,18,39333,10074,SAMEDI,28,6,2025
20734,2025-06-28,Samedi,26,6,20,23151,6838,SAMEDI,28,6,2025
20735,2025-06-28,Samedi,26,6,21,19903,5892,SAMEDI,28,6,2025
20736,2025-06-28,Samedi,26,6,22,17192,5239,SAMEDI,28,6,2025
20737,2025-06-28,Samedi,26,6,23,17032,5575,SAMEDI,28,6,2025
20738,2025-07-13,Dimanche,28,7,5,2840,3956,VACANCES,13,7,2025
20739,2025-07-13,Dimanche,28,7,12,17674,6138,VACANCES,13,7,2025
20740,2025-07-13,Dimanche,28,7,13,18968,6739,VACANCES,13,7,2025
20741,2025-07-13,Dimanche,28,7,19,18719,6650,VACANCES,13,7,2025
20742,2025-07-13,Dimanche,28,7,23,8046,4789,VACANCES,13,7,2025
20743,2024-09-16,Lundi,38,1,8,63566,14939,NORMAL,16,9,2024
20744,2024-09-16,Lundi,38,1,9,37703,12550,NORMAL,16,9,2024
20745,2024-09-16,Lundi,38,1,10,31967,11081,NORMAL,16,9,2024
20746,2024-09-16,Lundi,38,1,13,50031,11519,NORMAL,16,9,2024
20747,2024-09-16,Lundi,38,1,14,39431,11132,NORMAL,16,9,2024
20748,2024-09-16,Lundi,38,1,19,33740,12272,NORMAL,16,9,2024
20749,2024-11-24,Dimanche,47,7,6,3398,4523,DIMANCHE,24,11,2024
20750,2024-11-24,Dimanche,47,7,7,4299,4682,DIMANCHE,24,11,2024
20751,2024-11-24,Dimanche,47,7,8,6831,4896,DIMANCHE,24,11,2024
20752,2024-11-24,Dimanche,47,7,12,20351,5943,DIMANCHE,24,11,2024
20753,2024-11-24,Dimanche,47,7,13,22049,6558,DIMANCHE,24,11,2024
20754,2024-11-24,Dimanche,47,7,14,24016,6742,DIMANCHE,24,11,2024
20755,2024-11-24,Dimanche,47,7,19,15790,6344,DIMANCHE,24,11,2024
20756,2024-11-24,Dimanche,47,7,20,12522,5647,DIMANCHE,24,11,2024
20757,2024-11-24,Dimanche,47,7,22,6123,4670,DIMANCHE,24,11,2024
20768,2024-11-13,Mercredi,46,3,1,164,432,NORMAL,13,11,2024
20769,2024-11-13,Mercredi,46,3,15,54098,11454,NORMAL,13,11,2024
20770,2024-11-13,Mercredi,46,3,16,67509,14259,NORMAL,13,11,2024
20782,2025-04-04,Vendredi,14,5,0,7776,5087,NORMAL,4,4,2025
20783,2025-04-04,Vendredi,14,5,2,1760,2176,NORMAL,4,4,2025
20784,2025-04-04,Vendredi,14,5,9,40921,13536,NORMAL,4,4,2025
20785,2025-04-04,Vendredi,14,5,13,52490,11740,NORMAL,4,4,2025
20786,2025-04-04,Vendredi,14,5,14,43157,11122,NORMAL,4,4,2025
20787,2025-04-04,Vendredi,14,5,16,72869,14792,NORMAL,4,4,2025
20788,2025-04-04,Vendredi,14,5,17,74565,15748,NORMAL,4,4,2025
20789,2025-04-04,Vendredi,14,5,20,28079,9827,NORMAL,4,4,2025
20790,2025-05-01,Jeudi,18,4,1,413,458,NORMAL,1,5,2025
20791,2025-05-01,Jeudi,18,4,7,23933,13765,NORMAL,1,5,2025
20792,2025-05-01,Jeudi,18,4,8,37830,13981,NORMAL,1,5,2025
20793,2025-05-01,Jeudi,18,4,12,38289,10168,NORMAL,1,5,2025
20794,2025-05-01,Jeudi,18,4,13,35849,9085,NORMAL,1,5,2025
20795,2025-05-01,Jeudi,18,4,15,41139,9121,NORMAL,1,5,2025
20796,2025-05-01,Jeudi,18,4,16,48891,12903,NORMAL,1,5,2025
20797,2025-05-01,Jeudi,18,4,19,34727,11909,NORMAL,1,5,2025
20798,2025-05-01,Jeudi,18,4,20,25481,8348,NORMAL,1,5,2025
20799,2025-05-01,Jeudi,18,4,22,14338,5779,NORMAL,1,5,2025
20809,2024-12-22,Dimanche,51,7,4,1046,846,VACANCES,22,12,2024
20810,2024-12-22,Dimanche,51,7,7,4435,4777,VACANCES,22,12,2024
20811,2024-12-22,Dimanche,51,7,8,6756,4963,VACANCES,22,12,2024
20812,2024-12-22,Dimanche,51,7,9,11561,5527,VACANCES,22,12,2024
20813,2024-12-22,Dimanche,51,7,10,15731,5742,VACANCES,22,12,2024
20814,2024-12-22,Dimanche,51,7,11,17178,5794,VACANCES,22,12,2024
20815,2024-12-22,Dimanche,51,7,13,21626,6660,VACANCES,22,12,2024
20816,2024-12-22,Dimanche,51,7,17,24795,6814,VACANCES,22,12,2024
20817,2024-12-22,Dimanche,51,7,19,15779,6536,VACANCES,22,12,2024
20818,2024-12-22,Dimanche,51,7,20,12778,5883,VACANCES,22,12,2024
20819,2024-11-05,Mardi,45,2,8,69362,15117,NORMAL,5,11,2024
20820,2024-11-05,Mardi,45,2,10,33319,11118,NORMAL,5,11,2024
20821,2024-11-05,Mardi,45,2,12,48551,11696,NORMAL,5,11,2024
20822,2024-11-05,Mardi,45,2,13,50204,11624,NORMAL,5,11,2024
20823,2024-11-05,Mardi,45,2,14,39338,11143,NORMAL,5,11,2024
20824,2024-11-05,Mardi,45,2,15,49928,11629,NORMAL,5,11,2024
20825,2024-11-05,Mardi,45,2,20,21217,9729,NORMAL,5,11,2024
20826,2024-11-05,Mardi,45,2,22,10208,5860,NORMAL,5,11,2024
20828,2025-06-06,Vendredi,23,5,1,3108,2440,NORMAL,6,6,2025
20829,2025-06-06,Vendredi,23,5,2,1861,2223,NORMAL,6,6,2025
20830,2025-06-06,Vendredi,23,5,6,18470,10293,NORMAL,6,6,2025
20831,2025-06-06,Vendredi,23,5,10,40471,11533,NORMAL,6,6,2025
20832,2025-06-06,Vendredi,23,5,18,55990,16151,NORMAL,6,6,2025
20833,2025-06-06,Vendredi,23,5,19,42164,13973,NORMAL,6,6,2025
20834,2025-02-27,Jeudi,9,4,4,721,966,NORMAL,27,2,2025
20835,2025-02-27,Jeudi,9,4,6,16821,10004,NORMAL,27,2,2025
20836,2025-02-27,Jeudi,9,4,7,35375,13856,NORMAL,27,2,2025
20837,2025-02-27,Jeudi,9,4,8,48126,14107,NORMAL,27,2,2025
20838,2025-02-27,Jeudi,9,4,10,30071,9786,NORMAL,27,2,2025
20839,2025-02-27,Jeudi,9,4,11,33975,9616,NORMAL,27,2,2025
20840,2025-02-27,Jeudi,9,4,12,38767,9876,NORMAL,27,2,2025
20841,2025-02-27,Jeudi,9,4,17,65677,14224,NORMAL,27,2,2025
20842,2025-02-27,Jeudi,9,4,20,22277,8495,NORMAL,27,2,2025
20843,2025-02-27,Jeudi,9,4,21,15817,6477,NORMAL,27,2,2025
20844,2025-01-03,Vendredi,1,5,0,4904,5145,VACANCES,3,1,2025
20845,2025-01-03,Vendredi,1,5,1,1942,2400,VACANCES,3,1,2025
20846,2025-01-03,Vendredi,1,5,8,21678,13912,VACANCES,3,1,2025
20847,2025-01-03,Vendredi,1,5,9,20813,11656,VACANCES,3,1,2025
20848,2025-01-03,Vendredi,1,5,11,27087,9466,VACANCES,3,1,2025
20849,2025-01-03,Vendredi,1,5,13,34791,9756,VACANCES,3,1,2025
20850,2025-01-03,Vendredi,1,5,15,40485,9884,VACANCES,3,1,2025
20851,2025-01-03,Vendredi,1,5,21,11788,6437,VACANCES,3,1,2025
20852,2025-01-03,Vendredi,1,5,22,9837,5870,VACANCES,3,1,2025
20853,2025-01-03,Vendredi,1,5,23,7691,5800,VACANCES,3,1,2025
20855,2025-04-15,Mardi,16,2,0,2257,4842,VACANCES,15,4,2025
20856,2025-04-15,Mardi,16,2,4,722,974,VACANCES,15,4,2025
20857,2025-04-15,Mardi,16,2,9,42460,13406,VACANCES,15,4,2025
20858,2025-04-15,Mardi,16,2,12,50803,11915,VACANCES,15,4,2025
20859,2025-04-15,Mardi,16,2,16,76987,15001,VACANCES,15,4,2025
20860,2025-04-15,Mardi,16,2,17,83312,15924,VACANCES,15,4,2025
20861,2025-04-15,Mardi,16,2,18,62895,15875,VACANCES,15,4,2025
20862,2025-04-15,Mardi,16,2,21,17383,7150,VACANCES,15,4,2025
20863,2025-04-15,Mardi,16,2,22,11067,5843,VACANCES,15,4,2025
20864,2024-09-22,Dimanche,38,7,0,2118,3935,DIMANCHE,22,9,2024
20865,2024-09-22,Dimanche,38,7,1,208,344,DIMANCHE,22,9,2024
20866,2024-09-22,Dimanche,38,7,4,1026,729,DIMANCHE,22,9,2024
20867,2024-09-22,Dimanche,38,7,5,2566,3602,DIMANCHE,22,9,2024
20868,2024-09-22,Dimanche,38,7,7,4462,4746,DIMANCHE,22,9,2024
20869,2024-09-22,Dimanche,38,7,16,24172,6808,DIMANCHE,22,9,2024
20870,2024-09-22,Dimanche,38,7,17,23028,6820,DIMANCHE,22,9,2024
20871,2025-05-12,Lundi,20,1,0,2173,4869,NORMAL,12,5,2025
20872,2025-05-12,Lundi,20,1,4,950,1038,NORMAL,12,5,2025
20873,2025-05-12,Lundi,20,1,6,19227,10324,NORMAL,12,5,2025
20874,2025-05-12,Lundi,20,1,10,32569,11463,NORMAL,12,5,2025
20875,2025-05-12,Lundi,20,1,15,48699,11814,NORMAL,12,5,2025
20876,2025-05-12,Lundi,20,1,16,75041,15134,NORMAL,12,5,2025
20877,2025-05-12,Lundi,20,1,17,84303,16045,NORMAL,12,5,2025
20878,2025-05-12,Lundi,20,1,19,34988,13840,NORMAL,12,5,2025
20879,2025-05-12,Lundi,20,1,20,20337,9941,NORMAL,12,5,2025
20880,2025-05-12,Lundi,20,1,21,14608,7145,NORMAL,12,5,2025
20881,2025-05-12,Lundi,20,1,23,5648,5768,NORMAL,12,5,2025
20882,2024-10-13,Dimanche,41,7,0,1950,3911,VACANCES,13,10,2024
20883,2024-10-13,Dimanche,41,7,4,1161,732,VACANCES,13,10,2024
20884,2024-10-13,Dimanche,41,7,5,2573,3590,VACANCES,13,10,2024
20885,2024-10-13,Dimanche,41,7,11,17467,5696,VACANCES,13,10,2024
20886,2024-10-13,Dimanche,41,7,18,25736,6729,VACANCES,13,10,2024
20887,2024-10-13,Dimanche,41,7,19,20196,6380,VACANCES,13,10,2024
20888,2024-10-13,Dimanche,41,7,21,10312,4951,VACANCES,13,10,2024
20889,2025-01-10,Vendredi,2,5,0,5607,5060,NORMAL,10,1,2025
20890,2025-01-10,Vendredi,2,5,2,1591,2220,NORMAL,10,1,2025
20891,2025-01-10,Vendredi,2,5,11,42781,11328,NORMAL,10,1,2025
20892,2025-01-10,Vendredi,2,5,16,68144,14882,NORMAL,10,1,2025
20893,2025-01-10,Vendredi,2,5,18,53720,15986,NORMAL,10,1,2025
20894,2025-01-10,Vendredi,2,5,21,14350,7060,NORMAL,10,1,2025
20895,2025-01-10,Vendredi,2,5,22,12971,5794,NORMAL,10,1,2025
20896,2025-04-06,Dimanche,14,7,1,186,327,VACANCES,6,4,2025
20897,2025-04-06,Dimanche,14,7,4,1138,837,VACANCES,6,4,2025
20898,2025-04-06,Dimanche,14,7,7,4852,4783,VACANCES,6,4,2025
20899,2025-04-06,Dimanche,14,7,8,7776,4981,VACANCES,6,4,2025
20900,2025-04-06,Dimanche,14,7,9,14026,5521,VACANCES,6,4,2025
20901,2025-04-06,Dimanche,14,7,12,22616,6158,VACANCES,6,4,2025
20902,2025-04-06,Dimanche,14,7,14,25432,6903,VACANCES,6,4,2025
20903,2025-04-06,Dimanche,14,7,18,27038,6801,VACANCES,6,4,2025
20904,2025-04-06,Dimanche,14,7,19,21751,6546,VACANCES,6,4,2025
20905,2025-04-06,Dimanche,14,7,20,16499,5842,VACANCES,6,4,2025
20906,2025-04-06,Dimanche,14,7,21,11875,5317,VACANCES,6,4,2025
20907,2025-04-06,Dimanche,14,7,23,5161,4793,VACANCES,6,4,2025
20908,2025-01-01,Mercredi,1,3,1,198,327,VACANCES,1,1,2025
20909,2025-01-01,Mercredi,1,3,12,12252,6014,VACANCES,1,1,2025
20910,2025-01-01,Mercredi,1,3,17,21206,6765,VACANCES,1,1,2025
20911,2025-01-01,Mercredi,1,3,18,17616,6860,VACANCES,1,1,2025
20912,2025-01-01,Mercredi,1,3,19,14056,6553,VACANCES,1,1,2025
20913,2025-01-01,Mercredi,1,3,21,8244,5352,VACANCES,1,1,2025
20914,2025-01-01,Mercredi,1,3,23,4331,4795,VACANCES,1,1,2025
20915,2025-03-19,Mercredi,12,3,6,19033,10380,NORMAL,19,3,2025
20916,2025-03-19,Mercredi,12,3,9,42303,13606,NORMAL,19,3,2025
20917,2025-03-19,Mercredi,12,3,10,33880,11439,NORMAL,19,3,2025
20918,2025-03-19,Mercredi,12,3,15,54648,11639,NORMAL,19,3,2025
20919,2025-03-19,Mercredi,12,3,16,66747,14884,NORMAL,19,3,2025
20920,2025-03-19,Mercredi,12,3,20,21733,9917,NORMAL,19,3,2025
20921,2025-03-19,Mercredi,12,3,21,15724,7121,NORMAL,19,3,2025
20922,2025-08-07,Jeudi,32,4,6,12804,10021,VACANCES,7,8,2025
20923,2025-08-07,Jeudi,32,4,7,26355,13655,VACANCES,7,8,2025
20924,2025-08-07,Jeudi,32,4,8,38235,13938,VACANCES,7,8,2025
20925,2025-08-07,Jeudi,32,4,10,27589,9693,VACANCES,7,8,2025
20926,2025-08-07,Jeudi,32,4,12,35161,9533,VACANCES,7,8,2025
20927,2025-08-15,Vendredi,33,5,0,7496,5147,VACANCES,15,8,2025
20928,2025-08-15,Vendredi,33,5,2,1996,2180,VACANCES,15,8,2025
20929,2025-08-15,Vendredi,33,5,4,1137,1040,VACANCES,15,8,2025
20930,2025-08-15,Vendredi,33,5,5,7204,6287,VACANCES,15,8,2025
20931,2025-08-15,Vendredi,33,5,6,13400,9972,VACANCES,15,8,2025
20932,2025-08-15,Vendredi,33,5,7,27193,13485,VACANCES,15,8,2025
20933,2025-08-15,Vendredi,33,5,10,30025,9732,VACANCES,15,8,2025
20934,2025-08-15,Vendredi,33,5,12,37789,9679,VACANCES,15,8,2025
20935,2025-08-15,Vendredi,33,5,14,39415,9589,VACANCES,15,8,2025
20936,2025-08-15,Vendredi,33,5,17,58782,14017,VACANCES,15,8,2025
20937,2024-11-30,Samedi,48,6,2,2233,2061,SAMEDI,30,11,2024
20938,2024-11-30,Samedi,48,6,3,864,1260,SAMEDI,30,11,2024
20939,2024-11-30,Samedi,48,6,10,29088,7696,SAMEDI,30,11,2024
20940,2024-11-30,Samedi,48,6,15,46534,9810,SAMEDI,30,11,2024
20941,2024-11-30,Samedi,48,6,16,49116,9951,SAMEDI,30,11,2024
20942,2024-11-30,Samedi,48,6,17,49054,9830,SAMEDI,30,11,2024
20943,2024-11-30,Samedi,48,6,19,27574,8507,SAMEDI,30,11,2024
20944,2024-11-30,Samedi,48,6,20,20094,6380,SAMEDI,30,11,2024
20945,2024-11-30,Samedi,48,6,22,15751,5769,SAMEDI,30,11,2024
20956,2025-08-03,Dimanche,31,7,0,3399,4116,VACANCES,3,8,2025
20957,2025-08-03,Dimanche,31,7,4,871,799,VACANCES,3,8,2025
20958,2025-08-03,Dimanche,31,7,8,7078,5076,VACANCES,3,8,2025
20959,2025-08-03,Dimanche,31,7,9,10963,5735,VACANCES,3,8,2025
20960,2025-08-03,Dimanche,31,7,13,18100,6822,VACANCES,3,8,2025
20961,2025-08-03,Dimanche,31,7,17,21364,7037,VACANCES,3,8,2025
20962,2025-08-03,Dimanche,31,7,18,19936,7085,VACANCES,3,8,2025
20963,2025-08-03,Dimanche,31,7,19,17484,6740,VACANCES,3,8,2025
20964,2024-10-06,Dimanche,40,7,1,117,343,DIMANCHE,6,10,2024
20965,2024-10-06,Dimanche,40,7,7,4349,4709,DIMANCHE,6,10,2024
20966,2024-10-06,Dimanche,40,7,14,22142,6749,DIMANCHE,6,10,2024
20967,2024-10-06,Dimanche,40,7,16,23643,6693,DIMANCHE,6,10,2024
20968,2024-10-06,Dimanche,40,7,19,17071,6325,DIMANCHE,6,10,2024
20969,2024-10-06,Dimanche,40,7,20,13915,5669,DIMANCHE,6,10,2024
20970,2024-10-06,Dimanche,40,7,21,9673,5093,DIMANCHE,6,10,2024
20971,2024-10-06,Dimanche,40,7,23,4391,4735,DIMANCHE,6,10,2024
20972,2024-11-26,Mardi,48,2,1,191,433,NORMAL,26,11,2024
20973,2024-11-26,Mardi,48,2,10,33664,11183,NORMAL,26,11,2024
20974,2024-11-26,Mardi,48,2,11,42690,11140,NORMAL,26,11,2024
20975,2024-11-26,Mardi,48,2,12,50845,11736,NORMAL,26,11,2024
20976,2024-11-26,Mardi,48,2,13,51229,11619,NORMAL,26,11,2024
20977,2024-11-26,Mardi,48,2,14,41538,11185,NORMAL,26,11,2024
20978,2024-11-26,Mardi,48,2,19,36972,13106,NORMAL,26,11,2024
20979,2024-11-26,Mardi,48,2,22,11253,5894,NORMAL,26,11,2024
20980,2025-07-30,Mercredi,31,3,0,4466,4874,VACANCES,30,7,2025
20981,2025-07-30,Mercredi,31,3,1,344,483,VACANCES,30,7,2025
20982,2025-07-30,Mercredi,31,3,5,6773,6208,VACANCES,30,7,2025
20983,2025-07-30,Mercredi,31,3,7,25538,13520,VACANCES,30,7,2025
20984,2025-07-30,Mercredi,31,3,12,32544,9533,VACANCES,30,7,2025
20985,2025-07-30,Mercredi,31,3,13,33770,9564,VACANCES,30,7,2025
20986,2025-07-30,Mercredi,31,3,14,34917,9479,VACANCES,30,7,2025
20987,2025-07-30,Mercredi,31,3,15,38062,9766,VACANCES,30,7,2025
20988,2025-07-30,Mercredi,31,3,17,50508,13851,VACANCES,30,7,2025
20989,2025-07-30,Mercredi,31,3,18,42775,14025,VACANCES,30,7,2025
20990,2025-07-30,Mercredi,31,3,23,10337,5697,VACANCES,30,7,2025
20991,2024-11-21,Jeudi,47,4,7,65738,14837,NORMAL,21,11,2024
20992,2024-11-21,Jeudi,47,4,12,53363,11653,NORMAL,21,11,2024
20993,2024-11-21,Jeudi,47,4,13,54979,11606,NORMAL,21,11,2024
20994,2024-11-21,Jeudi,47,4,14,41510,11138,NORMAL,21,11,2024
20995,2024-11-21,Jeudi,47,4,18,60117,15734,NORMAL,21,11,2024
20997,2024-12-01,Dimanche,48,7,5,2450,3645,DIMANCHE,1,12,2024
20998,2024-12-01,Dimanche,48,7,7,4125,4728,DIMANCHE,1,12,2024
20999,2024-12-01,Dimanche,48,7,8,7341,4945,DIMANCHE,1,12,2024
21000,2024-12-01,Dimanche,48,7,9,12229,5512,DIMANCHE,1,12,2024
21001,2024-12-01,Dimanche,48,7,12,20169,5978,DIMANCHE,1,12,2024
21002,2024-12-01,Dimanche,48,7,21,9152,5166,DIMANCHE,1,12,2024
21003,2024-12-01,Dimanche,48,7,22,6655,4751,DIMANCHE,1,12,2024
21004,2025-06-13,Vendredi,24,5,0,9649,5107,NORMAL,13,6,2025
21005,2025-06-13,Vendredi,24,5,3,1126,1437,NORMAL,13,6,2025
21006,2025-06-13,Vendredi,24,5,8,59221,15706,NORMAL,13,6,2025
21007,2025-06-13,Vendredi,24,5,9,41370,13473,NORMAL,13,6,2025
21008,2025-06-13,Vendredi,24,5,12,51508,12021,NORMAL,13,6,2025
21009,2025-06-13,Vendredi,24,5,13,52592,11269,NORMAL,13,6,2025
21010,2025-06-13,Vendredi,24,5,16,68195,14679,NORMAL,13,6,2025
21011,2024-10-24,Jeudi,43,4,0,3797,4618,VACANCES,24,10,2024
21012,2024-10-24,Jeudi,43,4,4,741,951,VACANCES,24,10,2024
21013,2024-10-24,Jeudi,43,4,11,32727,9136,VACANCES,24,10,2024
21014,2024-10-24,Jeudi,43,4,14,40008,9222,VACANCES,24,10,2024
21015,2024-10-24,Jeudi,43,4,16,54012,12648,VACANCES,24,10,2024
21016,2024-10-24,Jeudi,43,4,17,64255,13527,VACANCES,24,10,2024
21017,2024-10-24,Jeudi,43,4,18,55029,13363,VACANCES,24,10,2024
21018,2024-10-24,Jeudi,43,4,22,11704,5575,VACANCES,24,10,2024
21019,2025-07-24,Jeudi,30,4,0,3992,4813,VACANCES,24,7,2025
21020,2025-07-24,Jeudi,30,4,1,268,449,VACANCES,24,7,2025
21021,2025-07-24,Jeudi,30,4,4,973,976,VACANCES,24,7,2025
21022,2025-07-24,Jeudi,30,4,9,29505,11653,VACANCES,24,7,2025
21023,2025-07-24,Jeudi,30,4,10,25791,9333,VACANCES,24,7,2025
21024,2025-07-24,Jeudi,30,4,12,33469,9442,VACANCES,24,7,2025
21025,2025-07-24,Jeudi,30,4,16,46615,13114,VACANCES,24,7,2025
21026,2025-07-24,Jeudi,30,4,17,53438,14135,VACANCES,24,7,2025
21027,2025-07-24,Jeudi,30,4,19,30778,11695,VACANCES,24,7,2025
21028,2025-07-24,Jeudi,30,4,21,15694,6386,VACANCES,24,7,2025
21029,2025-07-24,Jeudi,30,4,23,8096,5686,VACANCES,24,7,2025
21030,2025-04-27,Dimanche,17,7,7,4237,4723,DIMANCHE,27,4,2025
21031,2025-04-27,Dimanche,17,7,8,6549,4947,DIMANCHE,27,4,2025
21032,2025-04-27,Dimanche,17,7,13,18255,6534,DIMANCHE,27,4,2025
21033,2025-04-27,Dimanche,17,7,14,21428,6809,DIMANCHE,27,4,2025
21034,2025-04-27,Dimanche,17,7,15,21137,6393,DIMANCHE,27,4,2025
21035,2025-04-27,Dimanche,17,7,20,14252,5738,DIMANCHE,27,4,2025
21036,2025-07-29,Mardi,31,2,0,3716,4815,VACANCES,29,7,2025
21037,2025-07-29,Mardi,31,2,4,928,993,VACANCES,29,7,2025
21038,2025-07-29,Mardi,31,2,5,6702,6213,VACANCES,29,7,2025
21039,2025-07-29,Mardi,31,2,9,28656,11647,VACANCES,29,7,2025
21040,2025-07-29,Mardi,31,2,11,29315,9388,VACANCES,29,7,2025
21041,2025-07-29,Mardi,31,2,12,32987,9665,VACANCES,29,7,2025
21042,2025-07-29,Mardi,31,2,16,46038,12833,VACANCES,29,7,2025
21043,2025-07-29,Mardi,31,2,19,30189,11627,VACANCES,29,7,2025
21044,2025-07-29,Mardi,31,2,20,19547,8357,VACANCES,29,7,2025
21046,2025-01-05,Dimanche,1,7,0,1761,3929,VACANCES,5,1,2025
21047,2025-01-05,Dimanche,1,7,5,1859,3937,VACANCES,5,1,2025
21048,2025-01-05,Dimanche,1,7,7,3419,4714,VACANCES,5,1,2025
21049,2025-01-05,Dimanche,1,7,9,8593,5419,VACANCES,5,1,2025
21050,2025-01-05,Dimanche,1,7,11,13132,5728,VACANCES,5,1,2025
21051,2025-01-05,Dimanche,1,7,12,15232,6029,VACANCES,5,1,2025
21052,2025-01-05,Dimanche,1,7,18,19285,6808,VACANCES,5,1,2025
21053,2025-04-08,Mardi,15,2,1,203,477,VACANCES,8,4,2025
21054,2025-04-08,Mardi,15,2,4,807,979,VACANCES,8,4,2025
21055,2025-04-08,Mardi,15,2,6,19381,10354,VACANCES,8,4,2025
21056,2025-04-08,Mardi,15,2,8,71013,15822,VACANCES,8,4,2025
21057,2025-04-08,Mardi,15,2,10,34560,11500,VACANCES,8,4,2025
21058,2025-04-08,Mardi,15,2,11,42970,11394,VACANCES,8,4,2025
21059,2025-04-08,Mardi,15,2,13,53363,11791,VACANCES,8,4,2025
21060,2025-04-08,Mardi,15,2,17,84601,15784,VACANCES,8,4,2025
21061,2025-04-08,Mardi,15,2,18,63532,15796,VACANCES,8,4,2025
21074,2024-10-25,Vendredi,43,5,1,3475,2252,VACANCES,25,10,2024
21075,2024-10-25,Vendredi,43,5,3,579,1215,VACANCES,25,10,2024
21076,2024-10-25,Vendredi,43,5,8,40935,13438,VACANCES,25,10,2024
21077,2024-10-25,Vendredi,43,5,11,34451,9239,VACANCES,25,10,2024
21078,2024-10-25,Vendredi,43,5,13,41046,9463,VACANCES,25,10,2024
21079,2024-10-25,Vendredi,43,5,14,43375,9308,VACANCES,25,10,2024
21080,2024-10-25,Vendredi,43,5,20,22604,7898,VACANCES,25,10,2024
21081,2025-04-14,Lundi,16,1,0,2320,4878,VACANCES,14,4,2025
21082,2025-04-14,Lundi,16,1,9,40638,13598,VACANCES,14,4,2025
21083,2025-04-14,Lundi,16,1,14,40523,11432,VACANCES,14,4,2025
21084,2025-04-14,Lundi,16,1,16,74474,15098,VACANCES,14,4,2025
21085,2025-04-14,Lundi,16,1,17,79569,16032,VACANCES,14,4,2025
21086,2025-04-14,Lundi,16,1,20,22159,9960,VACANCES,14,4,2025
21087,2025-04-14,Lundi,16,1,21,14019,7186,VACANCES,14,4,2025
21088,2025-01-19,Dimanche,3,7,7,4674,4760,DIMANCHE,19,1,2025
21089,2025-01-19,Dimanche,3,7,8,6499,4933,DIMANCHE,19,1,2025
21090,2025-01-19,Dimanche,3,7,11,15276,5810,DIMANCHE,19,1,2025
21091,2025-01-19,Dimanche,3,7,15,21474,6906,DIMANCHE,19,1,2025
21092,2025-01-19,Dimanche,3,7,16,23323,6829,DIMANCHE,19,1,2025
21093,2025-01-19,Dimanche,3,7,17,24475,6842,DIMANCHE,19,1,2025
21094,2025-01-19,Dimanche,3,7,23,3733,4788,DIMANCHE,19,1,2025
21095,2024-12-06,Vendredi,49,5,2,1855,2067,NORMAL,6,12,2024
21096,2024-12-06,Vendredi,49,5,3,554,1288,NORMAL,6,12,2024
21097,2024-12-06,Vendredi,49,5,6,18076,10123,NORMAL,6,12,2024
21098,2024-12-06,Vendredi,49,5,16,77986,14676,NORMAL,6,12,2024
